Cod_Transacao;Produto;Quantidade;Preço Unitário;Valor Total;Forma de Pagamento;Tipo de Consumo;Data da Transação;valor_imputado;is_valid;quality_issues
TXN_8669422;N/A;4;3,00;12,00;DINHEIRO;PARA VIAGEM;15/10/2023;False;True;[]
TXN_1153869;VITAMINA;5;4,00;20,00;CARTÃO DE CRÉDITO;PARA VIAGEM;03/11/2023;False;True;[]
TXN_5043774;SANDUICHE;3;4,00;12,00;DINHEIRO;N/A;08/06/2023;False;True;[]
TXN_1746320;SALADA;1;5,00;5,00;DINHEIRO;N/A;14/11/2023;False;True;[]
TXN_1077129;BISCOITO;1;1,00;1,00;N/A;PRESENCIAL;12/09/2023;False;True;[]
TXN_4865338;SANDUICHE;;4,00;16,00;N/A;PRESENCIAL;26/11/2023;True;True;[]
TXN_5616583;VITAMINA;1;4,00;4,00;N/A;N/A;13/10/2023;False;True;[]
TXN_2078474;BISCOITO;2;1,00;2,00;N/A;PARA VIAGEM;03/11/2023;False;True;[]
TXN_2130245;VITAMINA;5;4,00;20,00;CARTÃO DE CRÉDITO;N/A;13/11/2023;False;True;[]
TXN_3229409;SUCO;;3,00;;DINHEIRO;PARA VIAGEM;15/04/2023;True;True;[]
TXN_9076216;BOLO;1;3,00;3,00;DINHEIRO;N/A;17/12/2023;False;True;[]
TXN_6371987;CHÁ;5;1,50;7,50;N/A;PARA VIAGEM;13/03/2023;False;True;[]
TXN_9913877;N/A;2;2,00;4,00;CARTÃO DE CRÉDITO;N/A;09/05/2023;False;True;[]
TXN_2084377;VITAMINA;1;4,00;4,00;CARTÃO DE CRÉDITO;N/A;22/10/2023;False;True;[]
TXN_1842675;N/A;4;1,00;4,00;CARTÃO DE CRÉDITO;PARA VIAGEM;23/06/2023;False;True;[]
TXN_8605813;BISCOITO;1;1,00;1,00;N/A;N/A;30/06/2023;False;True;[]
TXN_9755352;SANDUICHE;5;4,00;20,00;N/A;PRESENCIAL;13/05/2023;False;True;[]
TXN_2305908;CAFÉ;;2,00;8,00;DINHEIRO;N/A;25/04/2023;True;True;[]
TXN_6953697;N/A;3;4,00;12,00;N/A;PARA VIAGEM;27/05/2023;False;True;[]
TXN_3495950;N/A;4;;6,00;CARTÃO DE CRÉDITO;PRESENCIAL;19/02/2023;True;True;[]
TXN_7557340;CHÁ;5;1,50;7,50;CARTÃO DE CRÉDITO;PRESENCIAL;11/12/2023;False;True;[]
TXN_1157817;VITAMINA;1;4,00;4,00;CARTEIRA DIGITAL;PRESENCIAL;25/04/2023;False;True;[]
TXN_2020318;CHÁ;3;1,50;4,50;CARTEIRA DIGITAL;PRESENCIAL;12/10/2023;False;True;[]
TXN_8692094;CAFÉ;5;2,00;10,00;N/A;PARA VIAGEM;30/08/2023;False;True;[]
TXN_5307411;BOLO;3;3,00;9,00;CARTEIRA DIGITAL;PARA VIAGEM;21/10/2023;False;True;[]
TXN_9703120;CAFÉ;3;2,00;6,00;CARTÃO DE CRÉDITO;N/A;02/11/2023;False;True;[]
TXN_1289133;SUCO;1;3,00;3,00;DINHEIRO;N/A;19/09/2023;False;True;[]
TXN_2031459;BOLO;3;3,00;9,00;DINHEIRO;PARA VIAGEM;04/07/2023;False;True;[]
TXN_1333682;VITAMINA;1;4,00;4,00;CARTEIRA DIGITAL;N/A;28/01/2023;False;True;[]
TXN_2256622;BISCOITO;2;;2,00;DINHEIRO;PRESENCIAL;04/10/2023;True;True;[]
TXN_4912930;VITAMINA;3;4,00;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;26/02/2023;False;True;[]
TXN_4942692;CAFÉ;2;2,00;4,00;N/A;PARA VIAGEM;15/01/2023;False;True;[]
TXN_3723007;CHÁ;3;1,50;4,50;CARTEIRA DIGITAL;PRESENCIAL;18/05/2023;False;True;[]
TXN_7922392;SANDUICHE;3;4,00;12,00;N/A;N/A;03/05/2023;False;True;[]
TXN_7498727;SALADA;3;5,00;15,00;DINHEIRO;N/A;06/11/2023;False;True;[]
TXN_1222338;BISCOITO;1;1,00;1,00;N/A;PRESENCIAL;11/10/2023;False;True;[]
TXN_6878866;VITAMINA;3;4,00;12,00;CARTÃO DE CRÉDITO;N/A;25/02/2023;False;True;[]
TXN_9223242;VITAMINA;2;4,00;8,00;N/A;N/A;10/09/2023;False;True;[]
TXN_6244211;VITAMINA;2;4,00;8,00;N/A;N/A;11/08/2023;False;True;[]
TXN_5446858;N/A;1;1,00;1,00;DINHEIRO;PRESENCIAL;07/11/2023;False;True;[]
TXN_4612864;CHÁ;3;1,50;4,50;N/A;N/A;14/02/2023;False;True;[]
TXN_5411381;BISCOITO;;1,00;1,00;N/A;N/A;28/04/2023;True;True;[]
TXN_3047598;BISCOITO;1;1,00;1,00;N/A;N/A;06/09/2023;False;True;[]
TXN_5754317;CAFÉ;2;;4,00;CARTÃO DE CRÉDITO;PARA VIAGEM;10/01/2023;True;True;[]
TXN_7496926;SANDUICHE;3;4,00;12,00;N/A;PRESENCIAL;23/04/2023;False;True;[]
TXN_7559388;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;PARA VIAGEM;26/02/2023;False;True;[]
TXN_8540499;BISCOITO;3;1,00;3,00;DINHEIRO;PRESENCIAL;22/01/2023;False;True;[]
TXN_4225756;BISCOITO;3;1,00;3,00;N/A;PRESENCIAL;10/03/2023;False;True;[]
TXN_6795640;BISCOITO;4;1,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;28/01/2023;False;True;[]
TXN_6702428;CAFÉ;5;2,00;10,00;DINHEIRO;PARA VIAGEM;11/08/2023;False;True;[]
TXN_8955259;N/A;2;4,00;8,00;CARTÃO DE CRÉDITO;N/A;18/11/2023;False;True;[]
TXN_4639319;CAFÉ;5;2,00;10,00;DINHEIRO;N/A;09/01/2023;False;True;[]
TXN_5997803;CAFÉ;5;2,00;10,00;N/A;PRESENCIAL;03/12/2023;False;True;[]
TXN_1340956;N/A;4;2,00;8,00;N/A;N/A;26/10/2023;False;True;[]
TXN_1259671;SANDUICHE;;4,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;08/10/2023;True;True;[]
TXN_8319993;SUCO;1;3,00;3,00;CARTEIRA DIGITAL;N/A;06/08/2023;False;True;[]
TXN_5523450;SALADA;5;5,00;25,00;CARTÃO DE CRÉDITO;PARA VIAGEM;02/07/2023;False;True;[]
TXN_7838964;SANDUICHE;3;4,00;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;15/06/2023;False;True;[]
TXN_2773987;VITAMINA;5;4,00;20,00;N/A;N/A;11/01/2023;False;True;[]
TXN_1158829;CHÁ;1;;1,50;CARTÃO DE CRÉDITO;N/A;02/10/2023;True;True;[]
TXN_2523298;N/A;4;;6,00;N/A;PRESENCIAL;25/03/2023;True;True;[]
TXN_8685737;VITAMINA;2;4,00;8,00;N/A;PRESENCIAL;02/11/2023;False;True;[]
TXN_5634135;BISCOITO;2;;2,00;N/A;N/A;27/01/2023;True;True;[]
TXN_1524626;VITAMINA;2;4,00;8,00;CARTEIRA DIGITAL;N/A;29/12/2023;False;True;[]
TXN_7275407;VITAMINA;2;4,00;8,00;CARTEIRA DIGITAL;PRESENCIAL;20/10/2023;False;True;[]
TXN_2889622;SUCO;4;3,00;12,00;CARTÃO DE CRÉDITO;N/A;01/11/2023;False;True;[]
TXN_6849113;BISCOITO;;1,00;1,00;CARTÃO DE CRÉDITO;N/A;14/07/2023;True;True;[]
TXN_2265316;BISCOITO;;1,00;3,00;CARTÃO DE CRÉDITO;PRESENCIAL;29/12/2023;True;True;[]
TXN_9472241;SALADA;3;5,00;15,00;DINHEIRO;PARA VIAGEM;30/06/2023;False;True;[]
TXN_7345414;SALADA;1;;5,00;N/A;N/A;15/02/2023;True;True;[]
TXN_4473352;BOLO;1;3,00;3,00;N/A;PRESENCIAL;16/11/2023;False;True;[]
TXN_2814363;CHÁ;2;1,50;3,00;N/A;N/A;02/07/2023;False;True;[]
TXN_1846004;SUCO;3;3,00;9,00;DINHEIRO;PRESENCIAL;21/05/2023;False;True;[]
TXN_7140471;BOLO;1;3,00;3,00;CARTÃO DE CRÉDITO;N/A;25/05/2023;False;True;[]
TXN_3119542;VITAMINA;1;4,00;4,00;CARTÃO DE CRÉDITO;N/A;31/10/2023;False;True;[]
TXN_7773968;SANDUICHE;5;4,00;20,00;CARTEIRA DIGITAL;PARA VIAGEM;24/02/2023;False;True;[]
TXN_9081088;CHÁ;2;1,50;3,00;DINHEIRO;PARA VIAGEM;27/02/2023;False;True;[]
TXN_8559167;SANDUICHE;5;4,00;20,00;N/A;PARA VIAGEM;09/12/2023;False;True;[]
TXN_1130191;VITAMINA;2;4,00;8,00;DINHEIRO;PRESENCIAL;06/04/2023;False;True;[]
TXN_5215451;SANDUICHE;5;4,00;20,00;CARTEIRA DIGITAL;N/A;02/11/2023;False;True;[]
TXN_1040764;CAFÉ;3;2,00;6,00;DINHEIRO;PARA VIAGEM;27/07/2023;False;True;[]
TXN_5457133;SUCO;5;3,00;15,00;N/A;PRESENCIAL;03/03/2023;False;True;[]
TXN_8365478;N/A;3;4,00;12,00;DINHEIRO;PARA VIAGEM;06/02/2023;False;True;[]
TXN_2100697;CAFÉ;3;2,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;19/09/2023;False;True;[]
TXN_7676968;VITAMINA;4;4,00;16,00;N/A;PRESENCIAL;21/02/2023;False;True;[]
TXN_5726998;BOLO;3;3,00;9,00;CARTÃO DE CRÉDITO;N/A;12/08/2023;False;True;[]
TXN_4134594;SANDUICHE;3;4,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;27/09/2023;False;True;[]
TXN_5079340;BISCOITO;4;1,00;4,00;DINHEIRO;PRESENCIAL;18/08/2023;False;True;[]
TXN_8276635;N/A;4;4,00;16,00;CARTEIRA DIGITAL;PARA VIAGEM;16/12/2023;False;True;[]
TXN_1380601;CHÁ;4;1,50;6,00;CARTEIRA DIGITAL;PRESENCIAL;11/03/2023;False;True;[]
TXN_3959152;SUCO;1;3,00;3,00;N/A;PRESENCIAL;21/05/2023;False;True;[]
TXN_7776739;CHÁ;2;1,50;3,00;N/A;PARA VIAGEM;23/02/2023;False;True;[]
TXN_7569615;N/A;2;3,00;6,00;DINHEIRO;PARA VIAGEM;07/06/2023;False;True;[]
TXN_8703771;BOLO;5;3,00;15,00;N/A;PRESENCIAL;12/05/2023;False;True;[]
TXN_2052395;VITAMINA;3;4,00;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;06/07/2023;False;True;[]
TXN_9421441;N/A;2;4,00;8,00;DINHEIRO;N/A;20/06/2023;False;True;[]
TXN_9065402;N/A;1;5,00;5,00;DINHEIRO;PARA VIAGEM;22/12/2023;False;True;[]
TXN_3638955;BISCOITO;2;;2,00;DINHEIRO;PARA VIAGEM;02/09/2023;True;True;[]
TXN_2635532;N/A;4;4,00;16,00;DINHEIRO;PARA VIAGEM;14/01/2023;False;True;[]
TXN_8256593;SALADA;2;5,00;10,00;CARTEIRA DIGITAL;PARA VIAGEM;09/08/2023;False;True;[]
TXN_9271457;BOLO;3;3,00;9,00;CARTEIRA DIGITAL;PRESENCIAL;27/02/2023;False;True;[]
TXN_5392603;CAFÉ;1;2,00;2,00;DINHEIRO;PRESENCIAL;14/05/2023;False;True;[]
TXN_6319728;CAFÉ;;2,00;4,00;CARTÃO DE CRÉDITO;PRESENCIAL;18/07/2023;True;True;[]
TXN_9263299;BISCOITO;2;1,00;2,00;CARTÃO DE CRÉDITO;PARA VIAGEM;08/10/2023;False;True;[]
TXN_2301505;BOLO;5;3,00;15,00;CARTEIRA DIGITAL;N/A;21/03/2023;False;True;[]
TXN_5895177;BOLO;5;3,00;15,00;N/A;N/A;16/08/2023;False;True;[]
TXN_8147357;CHÁ;5;1,50;7,50;N/A;PARA VIAGEM;20/04/2023;False;True;[]
TXN_1436343;BISCOITO;1;1,00;1,00;CARTÃO DE CRÉDITO;PRESENCIAL;26/11/2023;False;True;[]
TXN_2214698;SALADA;4;5,00;20,00;CARTÃO DE CRÉDITO;N/A;10/10/2023;False;True;[]
TXN_7480234;SALADA;1;5,00;5,00;DINHEIRO;PARA VIAGEM;10/05/2023;False;True;[]
TXN_3283097;N/A;5;2,00;10,00;DINHEIRO;PARA VIAGEM;28/02/2023;False;True;[]
TXN_2633602;N/A;2;3,00;6,00;CARTEIRA DIGITAL;PRESENCIAL;02/02/2023;False;True;[]
TXN_3093219;SUCO;5;3,00;15,00;DINHEIRO;N/A;28/01/2023;False;True;[]
TXN_3515730;N/A;1;1,00;1,00;CARTÃO DE CRÉDITO;N/A;14/08/2023;False;True;[]
TXN_4010658;CHÁ;5;1,50;7,50;N/A;N/A;26/09/2023;False;True;[]
TXN_1454467;SUCO;3;3,00;9,00;DINHEIRO;PRESENCIAL;15/03/2023;False;True;[]
TXN_2598728;BOLO;2;3,00;6,00;CARTÃO DE CRÉDITO;N/A;13/01/2023;False;True;[]
TXN_3390285;CHÁ;2;1,50;3,00;N/A;PARA VIAGEM;06/02/2023;False;True;[]
TXN_8224079;BISCOITO;5;1,00;5,00;DINHEIRO;PRESENCIAL;16/10/2023;False;True;[]
TXN_1916339;BOLO;1;3,00;3,00;DINHEIRO;PRESENCIAL;15/07/2023;False;True;[]
TXN_8611035;SANDUICHE;5;4,00;20,00;CARTEIRA DIGITAL;PRESENCIAL;28/05/2023;False;True;[]
TXN_3595735;CHÁ;4;1,50;6,00;CARTEIRA DIGITAL;PARA VIAGEM;26/03/2023;False;True;[]
TXN_4884822;BISCOITO;1;1,00;1,00;CARTÃO DE CRÉDITO;N/A;23/04/2023;False;True;[]
TXN_3668051;BOLO;1;3,00;3,00;N/A;N/A;17/11/2023;False;True;[]
TXN_6169633;SALADA;4;5,00;20,00;CARTÃO DE CRÉDITO;PARA VIAGEM;20/12/2023;False;True;[]
TXN_3884811;CAFÉ;4;2,00;8,00;CARTÃO DE CRÉDITO;N/A;10/06/2023;False;True;[]
TXN_7050740;N/A;1;3,00;3,00;DINHEIRO;PARA VIAGEM;12/07/2023;False;True;[]
TXN_1234097;BISCOITO;4;;4,00;DINHEIRO;N/A;04/12/2023;True;True;[]
TXN_4518102;CHÁ;5;1,50;7,50;CARTÃO DE CRÉDITO;PRESENCIAL;08/02/2023;False;True;[]
TXN_5939055;CAFÉ;3;2,00;6,00;N/A;PARA VIAGEM;21/10/2023;False;True;[]
TXN_7809183;N/A;4;1,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;08/09/2023;False;True;[]
TXN_6071202;N/A;1;1,00;1,00;DINHEIRO;PRESENCIAL;07/06/2023;False;True;[]
TXN_8158496;CHÁ;4;1,50;6,00;DINHEIRO;N/A;19/06/2023;False;True;[]
TXN_2726848;BOLO;5;3,00;15,00;CARTÃO DE CRÉDITO;N/A;11/09/2023;False;True;[]
TXN_3666858;BOLO;4;3,00;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;27/12/2023;False;True;[]
TXN_5499915;BISCOITO;2;1,00;2,00;CARTEIRA DIGITAL;PARA VIAGEM;01/02/2023;False;True;[]
TXN_4660753;SUCO;;3,00;3,00;CARTÃO DE CRÉDITO;PARA VIAGEM;04/10/2023;True;True;[]
TXN_8089522;SANDUICHE;4;;16,00;DINHEIRO;PARA VIAGEM;12/02/2023;True;True;[]
TXN_1564754;SALADA;3;5,00;15,00;CARTEIRA DIGITAL;PRESENCIAL;14/03/2023;False;True;[]
TXN_1824506;BOLO;1;3,00;3,00;DINHEIRO;PRESENCIAL;02/03/2023;False;True;[]
TXN_3677592;SANDUICHE;2;4,00;8,00;DINHEIRO;N/A;29/05/2023;False;True;[]
TXN_1002457;BISCOITO;5;1,00;5,00;CARTEIRA DIGITAL;PARA VIAGEM;29/09/2023;False;True;[]
TXN_8056263;VITAMINA;5;4,00;20,00;N/A;PRESENCIAL;20/04/2023;False;True;[]
TXN_4732351;SANDUICHE;1;4,00;4,00;CARTEIRA DIGITAL;PRESENCIAL;22/04/2023;False;True;[]
TXN_8049191;BOLO;3;3,00;9,00;CARTÃO DE CRÉDITO;N/A;31/07/2023;False;True;[]
TXN_4980036;BOLO;2;3,00;6,00;DINHEIRO;PARA VIAGEM;05/01/2023;False;True;[]
TXN_3022839;CAFÉ;5;2,00;10,00;CARTEIRA DIGITAL;PARA VIAGEM;25/08/2023;False;True;[]
TXN_7701070;CAFÉ;5;2,00;10,00;CARTÃO DE CRÉDITO;PARA VIAGEM;28/07/2023;False;True;[]
TXN_8048037;SANDUICHE;2;4,00;8,00;CARTEIRA DIGITAL;PARA VIAGEM;31/03/2023;False;True;[]
TXN_4444463;BOLO;4;3,00;12,00;N/A;N/A;16/05/2023;False;True;[]
TXN_1887522;SANDUICHE;4;4,00;16,00;DINHEIRO;PRESENCIAL;20/02/2023;False;True;[]
TXN_6908953;CHÁ;1;1,50;1,50;N/A;PRESENCIAL;08/12/2023;False;True;[]
TXN_4759769;SANDUICHE;1;4,00;4,00;N/A;PRESENCIAL;03/08/2023;False;True;[]
TXN_2254479;CHÁ;2;1,50;3,00;N/A;PARA VIAGEM;03/08/2023;False;True;[]
TXN_7555408;SALADA;2;5,00;10,00;N/A;PRESENCIAL;06/06/2023;False;True;[]
TXN_6857943;BOLO;5;3,00;15,00;N/A;PARA VIAGEM;08/01/2023;False;True;[]
TXN_9552845;SANDUICHE;3;4,00;12,00;DINHEIRO;N/A;18/02/2023;False;True;[]
TXN_6769465;SUCO;5;3,00;15,00;CARTEIRA DIGITAL;PRESENCIAL;13/06/2023;False;True;[]
TXN_7438831;CAFÉ;5;;10,00;N/A;N/A;24/12/2023;True;True;[]
TXN_3871837;CHÁ;;1,50;4,50;CARTEIRA DIGITAL;PARA VIAGEM;15/12/2023;True;True;[]
TXN_3656762;SANDUICHE;2;4,00;8,00;N/A;PARA VIAGEM;31/07/2023;False;True;[]
TXN_4980282;BOLO;1;3,00;3,00;CARTEIRA DIGITAL;PRESENCIAL;22/10/2023;False;True;[]
TXN_3580786;CHÁ;1;;1,50;N/A;PRESENCIAL;28/03/2023;True;True;[]
TXN_4355728;N/A;4;3,00;12,00;CARTÃO DE CRÉDITO;N/A;06/03/2023;False;True;[]
TXN_2508476;VITAMINA;5;4,00;20,00;DINHEIRO;N/A;14/04/2023;False;True;[]
TXN_1325631;BOLO;4;;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;11/02/2023;True;True;[]
TXN_8209125;BISCOITO;3;1,00;3,00;CARTÃO DE CRÉDITO;PARA VIAGEM;30/01/2023;False;True;[]
TXN_1751164;SALADA;2;5,00;10,00;DINHEIRO;N/A;11/09/2023;False;True;[]
TXN_3730415;BOLO;4;3,00;12,00;CARTÃO DE CRÉDITO;PARA VIAGEM;09/04/2023;False;True;[]
TXN_4134253;CHÁ;4;1,50;6,00;DINHEIRO;PRESENCIAL;07/10/2023;False;True;[]
TXN_3256497;CAFÉ;2;2,00;4,00;DINHEIRO;N/A;20/08/2023;False;True;[]
TXN_8763180;VITAMINA;1;4,00;4,00;N/A;PARA VIAGEM;16/04/2023;False;True;[]
TXN_3219175;SANDUICHE;5;4,00;20,00;N/A;N/A;23/02/2023;False;True;[]
TXN_6234872;VITAMINA;1;4,00;4,00;N/A;N/A;23/12/2023;False;True;[]
TXN_7919440;CHÁ;4;1,50;6,00;DINHEIRO;N/A;19/08/2023;False;True;[]
TXN_7558641;CAFÉ;1;2,00;2,00;CARTEIRA DIGITAL;PRESENCIAL;22/12/2023;False;True;[]
TXN_9940220;SUCO;2;3,00;6,00;N/A;PARA VIAGEM;05/03/2023;False;True;[]
TXN_2130483;CHÁ;4;1,50;6,00;DINHEIRO;N/A;25/11/2023;False;True;[]
TXN_1972584;SANDUICHE;5;4,00;20,00;CARTEIRA DIGITAL;N/A;10/07/2023;False;True;[]
TXN_3150792;CAFÉ;5;2,00;10,00;DINHEIRO;N/A;02/07/2023;False;True;[]
TXN_2980008;BOLO;3;3,00;9,00;CARTEIRA DIGITAL;N/A;17/11/2023;False;True;[]
TXN_5511805;SUCO;1;3,00;3,00;N/A;PARA VIAGEM;03/06/2023;False;True;[]
TXN_7292548;BISCOITO;4;1,00;4,00;CARTEIRA DIGITAL;N/A;24/03/2023;False;True;[]
TXN_2169664;VITAMINA;1;4,00;4,00;DINHEIRO;N/A;23/07/2023;False;True;[]
TXN_3234877;CAFÉ;4;2,00;8,00;DINHEIRO;PARA VIAGEM;29/07/2023;False;True;[]
TXN_6368719;BOLO;4;3,00;12,00;CARTÃO DE CRÉDITO;PARA VIAGEM;03/01/2023;False;True;[]
TXN_8852585;SANDUICHE;4;4,00;16,00;CARTÃO DE CRÉDITO;PARA VIAGEM;05/01/2023;False;True;[]
TXN_9201010;SALADA;1;5,00;5,00;CARTÃO DE CRÉDITO;PARA VIAGEM;15/03/2023;False;True;[]
TXN_2873990;SANDUICHE;2;4,00;8,00;N/A;N/A;12/03/2023;False;True;[]
TXN_3088796;SANDUICHE;4;4,00;16,00;CARTÃO DE CRÉDITO;N/A;16/08/2023;False;True;[]
TXN_3414935;CAFÉ;4;2,00;8,00;N/A;PRESENCIAL;03/08/2023;False;True;[]
TXN_3607652;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;PRESENCIAL;05/06/2023;False;True;[]
TXN_8502094;SUCO;5;3,00;15,00;CARTÃO DE CRÉDITO;PRESENCIAL;21/03/2023;False;True;[]
TXN_9068244;SANDUICHE;5;4,00;20,00;CARTEIRA DIGITAL;PARA VIAGEM;19/10/2023;False;True;[]
TXN_2696664;BISCOITO;5;1,00;5,00;N/A;PRESENCIAL;07/01/2023;False;True;[]
TXN_7661609;N/A;1;3,00;3,00;N/A;PRESENCIAL;29/11/2023;False;True;[]
TXN_7633490;BISCOITO;1;1,00;1,00;DINHEIRO;PARA VIAGEM;27/10/2023;False;True;[]
TXN_9292230;CHÁ;4;1,50;6,00;CARTÃO DE CRÉDITO;PRESENCIAL;14/07/2023;False;True;[]
TXN_1664665;N/A;3;3,00;9,00;CARTÃO DE CRÉDITO;PRESENCIAL;21/05/2023;False;True;[]
TXN_5081978;BOLO;1;3,00;3,00;N/A;PRESENCIAL;19/10/2023;False;True;[]
TXN_7314409;VITAMINA;5;4,00;20,00;CARTÃO DE CRÉDITO;N/A;06/08/2023;False;True;[]
TXN_4573576;N/A;2;3,00;6,00;DINHEIRO;PRESENCIAL;05/07/2023;False;True;[]
TXN_5645919;CAFÉ;3;;6,00;CARTÃO DE CRÉDITO;N/A;17/01/2023;True;True;[]
TXN_8006668;CHÁ;4;1,50;6,00;CARTÃO DE CRÉDITO;PRESENCIAL;22/12/2023;False;True;[]
TXN_8818168;SUCO;4;;12,00;CARTEIRA DIGITAL;N/A;20/07/2023;True;True;[]
TXN_4369043;SUCO;2;3,00;6,00;DINHEIRO;N/A;25/03/2023;False;True;[]
TXN_3560062;BISCOITO;1;1,00;1,00;DINHEIRO;PRESENCIAL;20/03/2023;False;True;[]
TXN_4769307;CHÁ;5;1,50;7,50;CARTEIRA DIGITAL;N/A;24/12/2023;False;True;[]
TXN_7270652;SANDUICHE;1;4,00;4,00;N/A;PARA VIAGEM;14/05/2023;False;True;[]
TXN_4991815;BOLO;5;3,00;15,00;DINHEIRO;N/A;06/11/2023;False;True;[]
TXN_6360132;SANDUICHE;4;4,00;16,00;DINHEIRO;PARA VIAGEM;16/09/2023;False;True;[]
TXN_8199829;BOLO;2;3,00;6,00;CARTÃO DE CRÉDITO;N/A;29/07/2023;False;True;[]
TXN_9166449;N/A;4;1,00;4,00;N/A;PARA VIAGEM;31/07/2023;False;True;[]
TXN_7864939;SANDUICHE;3;4,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;19/08/2023;False;True;[]
TXN_2640701;SALADA;3;5,00;15,00;N/A;PARA VIAGEM;07/05/2023;False;True;[]
TXN_3740963;SALADA;2;5,00;10,00;CARTEIRA DIGITAL;PARA VIAGEM;22/01/2023;False;True;[]
TXN_8101633;SANDUICHE;2;4,00;8,00;N/A;PRESENCIAL;10/08/2023;False;True;[]
TXN_6063966;SUCO;2;3,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;24/10/2023;False;True;[]
TXN_3779640;CHÁ;1;1,50;1,50;CARTEIRA DIGITAL;PRESENCIAL;16/05/2023;False;True;[]
TXN_8278833;BOLO;3;3,00;9,00;N/A;N/A;26/02/2023;False;True;[]
TXN_8778598;SANDUICHE;3;4,00;12,00;DINHEIRO;N/A;02/09/2023;False;True;[]
TXN_7550103;BOLO;5;3,00;15,00;N/A;PARA VIAGEM;19/01/2023;False;True;[]
TXN_3664656;BISCOITO;5;1,00;5,00;N/A;PARA VIAGEM;13/08/2023;False;True;[]
TXN_7296560;SUCO;2;3,00;6,00;N/A;N/A;20/10/2023;False;True;[]
TXN_8136881;SALADA;3;5,00;15,00;DINHEIRO;PRESENCIAL;28/08/2023;False;True;[]
TXN_3981449;VITAMINA;2;4,00;8,00;DINHEIRO;PRESENCIAL;21/06/2023;False;True;[]
TXN_5427506;BOLO;;3,00;9,00;DINHEIRO;PARA VIAGEM;15/09/2023;True;True;[]
TXN_2641386;SANDUICHE;3;4,00;12,00;N/A;PARA VIAGEM;25/03/2023;False;True;[]
TXN_4033802;CHÁ;3;1,50;4,50;DINHEIRO;PARA VIAGEM;02/03/2023;False;True;[]
TXN_7752124;N/A;3;4,00;12,00;CARTÃO DE CRÉDITO;N/A;09/12/2023;False;True;[]
TXN_8259257;CHÁ;;1,50;3,00;N/A;PRESENCIAL;13/12/2023;True;True;[]
TXN_4183823;SANDUICHE;4;4,00;16,00;CARTÃO DE CRÉDITO;N/A;28/03/2023;False;True;[]
TXN_2239041;N/A;4;1,50;6,00;N/A;PRESENCIAL;24/10/2023;False;True;[]
TXN_4696439;BISCOITO;1;1,00;1,00;DINHEIRO;PRESENCIAL;27/05/2023;False;True;[]
TXN_8826983;VITAMINA;5;4,00;20,00;DINHEIRO;PRESENCIAL;14/01/2023;False;True;[]
TXN_8267034;SUCO;2;3,00;6,00;N/A;PARA VIAGEM;20/06/2023;False;True;[]
TXN_1959334;CAFÉ;3;2,00;6,00;N/A;N/A;29/06/2023;False;True;[]
TXN_6842808;CHÁ;2;1,50;3,00;N/A;N/A;22/10/2023;False;True;[]
TXN_2947822;BOLO;4;3,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;27/10/2023;False;True;[]
TXN_5531712;N/A;2;1,50;3,00;DINHEIRO;N/A;09/01/2023;False;True;[]
TXN_2148838;SANDUICHE;2;4,00;8,00;CARTÃO DE CRÉDITO;N/A;05/08/2023;False;True;[]
TXN_1330506;BISCOITO;3;1,00;3,00;CARTEIRA DIGITAL;N/A;10/11/2023;False;True;[]
TXN_8957369;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;N/A;18/10/2023;False;True;[]
TXN_9340653;VITAMINA;1;4,00;4,00;CARTEIRA DIGITAL;N/A;19/10/2023;False;True;[]
TXN_2493446;SANDUICHE;1;4,00;4,00;DINHEIRO;PARA VIAGEM;19/05/2023;False;True;[]
TXN_4538354;SUCO;3;3,00;9,00;DINHEIRO;PARA VIAGEM;21/04/2023;False;True;[]
TXN_7098730;BOLO;2;3,00;6,00;CARTEIRA DIGITAL;N/A;10/11/2023;False;True;[]
TXN_7533411;BISCOITO;;1,00;1,00;CARTEIRA DIGITAL;PRESENCIAL;09/11/2023;True;True;[]
TXN_2690314;CHÁ;5;1,50;7,50;DINHEIRO;PRESENCIAL;10/08/2023;False;True;[]
TXN_8171171;CAFÉ;1;2,00;2,00;N/A;PARA VIAGEM;13/05/2023;False;True;[]
TXN_2968827;SALADA;5;5,00;25,00;CARTEIRA DIGITAL;PARA VIAGEM;14/09/2023;False;True;[]
TXN_4546375;N/A;1;5,00;5,00;CARTÃO DE CRÉDITO;N/A;20/02/2023;False;True;[]
