Cod_Transacao,Produto,Quantidade,Preço Unitário,Valor Total,Forma de Pagamento,Tipo de Consumo,Data da Transação
TXN_5411381,BISCOITO,,1.0,1.0,,,28/04/2023
TXN_3047598,BISCOITO,1,1.0,1.0,,,06/09/2023
TXN_5754317,CAFÉ,2,,4.0,CARTÃO DE CRÉDITO,PARA VIAGEM,10/01/2023
TXN_7496926,LANCHE,3,4.0,12.0,,PRESENCIAL,23/04/2023
TXN_1726858,VITAMINA,3,4.0,12.0,DINHEIRO,PRESENCIAL,
TXN_7559388,SALADA,4,5.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,26/02/2023
TXN_8540499,BISCOITO,3,1.0,3.0,DINHEIRO,PRESENCIAL,22/01/2023
TXN_4225756,BISCOITO,3,1.0,3.0,,PRESENCIAL,10/03/2023
TXN_6795640,BISCOITO,4,1.0,4.0,CARTEIRA DIGITAL,PARA VIAGEM,28/01/2023
TXN_6702428,CAFÉ,5,2.0,10.0,DINHEIRO,PARA VIAGEM,11/08/2023
TXN_8955259,,2,4.0,8.0,CARTÃO DE CRÉDITO,,18/11/2023
TXN_4639319,CAFÉ,5,2.0,10.0,DINHEIRO,,09/01/2023
TXN_5997803,CAFÉ,5,2.0,10.0,,PRESENCIAL,03/12/2023
TXN_1340956,,4,2.0,8.0,,,26/10/2023
TXN_1259671,LANCHE,,4.0,12.0,CARTEIRA DIGITAL,PRESENCIAL,08/10/2023
TXN_8319993,SUCO,1,3.0,3.0,CARTEIRA DIGITAL,,06/08/2023
TXN_8894157,LANCHE,4,4.0,16.0,CARTÃO DE CRÉDITO,,
TXN_5523450,SALADA,5,5.0,25.0,CARTÃO DE CRÉDITO,PARA VIAGEM,02/07/2023
TXN_7838964,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,15/06/2023
TXN_2773987,VITAMINA,5,4.0,20.0,,,11/01/2023
TXN_1158829,CHÁ,1,,1.5,CARTÃO DE CRÉDITO,,02/10/2023
TXN_2523298,,4,,6.0,,PRESENCIAL,25/03/2023
TXN_8685737,VITAMINA,2,4.0,8.0,,PRESENCIAL,02/11/2023
TXN_5634135,BISCOITO,2,,2.0,,,27/01/2023
TXN_1524626,VITAMINA,2,4.0,8.0,CARTEIRA DIGITAL,,29/12/2023
TXN_7275407,VITAMINA,2,4.0,8.0,CARTEIRA DIGITAL,PRESENCIAL,20/10/2023
TXN_2889622,SUCO,4,3.0,12.0,CARTÃO DE CRÉDITO,,01/11/2023
TXN_6849113,BISCOITO,,1.0,1.0,CARTÃO DE CRÉDITO,,14/07/2023
TXN_2265316,BISCOITO,,1.0,3.0,CARTÃO DE CRÉDITO,PRESENCIAL,29/12/2023
TXN_9472241,SALADA,3,5.0,15.0,DINHEIRO,PARA VIAGEM,30/06/2023
TXN_7345414,SALADA,1,,5.0,,,15/02/2023
TXN_4473352,BOLO,1,3.0,3.0,,PRESENCIAL,16/11/2023
TXN_2814363,CHÁ,2,1.5,3.0,,,02/07/2023
TXN_1846004,SUCO,3,3.0,9.0,DINHEIRO,PRESENCIAL,21/05/2023
TXN_7140471,BOLO,1,3.0,3.0,CARTÃO DE CRÉDITO,,25/05/2023
TXN_3119542,VITAMINA,1,4.0,4.0,CARTÃO DE CRÉDITO,,31/10/2023
TXN_7773968,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,24/02/2023
TXN_9081088,CHÁ,2,1.5,3.0,DINHEIRO,PARA VIAGEM,27/02/2023
TXN_8559167,LANCHE,5,4.0,,,PARA VIAGEM,09/12/2023
TXN_1130191,VITAMINA,2,4.0,8.0,DINHEIRO,PRESENCIAL,06/04/2023
TXN_5215451,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,,02/11/2023
TXN_1040764,CAFÉ,3,2.0,6.0,DINHEIRO,PARA VIAGEM,27/07/2023
TXN_5457133,SUCO,5,3.0,15.0,,PRESENCIAL,03/03/2023
TXN_8365478,,3,4.0,12.0,DINHEIRO,PARA VIAGEM,06/02/2023
TXN_2100697,CAFÉ,3,2.0,6.0,CARTEIRA DIGITAL,PARA VIAGEM,19/09/2023
TXN_7676968,VITAMINA,4,4.0,16.0,,PRESENCIAL,21/02/2023
TXN_5726998,BOLO,3,3.0,9.0,CARTÃO DE CRÉDITO,,12/08/2023
TXN_4134594,LANCHE,3,4.0,12.0,CARTEIRA DIGITAL,PRESENCIAL,27/09/2023
TXN_5079340,BISCOITO,4,1.0,4.0,DINHEIRO,PRESENCIAL,18/08/2023
TXN_8276635,,4,4.0,16.0,CARTEIRA DIGITAL,PARA VIAGEM,16/12/2023
TXN_1380601,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,PRESENCIAL,11/03/2023
TXN_3959152,SUCO,1,3.0,3.0,,PRESENCIAL,21/05/2023
TXN_7776739,CHÁ,2,1.5,3.0,,PARA VIAGEM,23/02/2023
TXN_7569615,,2,3.0,6.0,DINHEIRO,PARA VIAGEM,07/06/2023
TXN_8703771,BOLO,5,3.0,15.0,,PRESENCIAL,12/05/2023
TXN_2052395,VITAMINA,3,4.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,06/07/2023
TXN_9421441,,2,4.0,8.0,DINHEIRO,,20/06/2023
TXN_9065402,,1,5.0,5.0,DINHEIRO,PARA VIAGEM,22/12/2023
TXN_3638955,BISCOITO,2,,2.0,DINHEIRO,PARA VIAGEM,02/09/2023
TXN_2635532,,4,4.0,16.0,DINHEIRO,PARA VIAGEM,14/01/2023
TXN_8256593,SALADA,2,5.0,10.0,CARTEIRA DIGITAL,PARA VIAGEM,09/08/2023
TXN_9271457,BOLO,3,3.0,9.0,CARTEIRA DIGITAL,PRESENCIAL,27/02/2023
TXN_5392603,CAFÉ,1,2.0,2.0,DINHEIRO,PRESENCIAL,14/05/2023
TXN_6319728,CAFÉ,,2.0,4.0,CARTÃO DE CRÉDITO,PRESENCIAL,18/07/2023
TXN_9263299,BISCOITO,2,1.0,2.0,CARTÃO DE CRÉDITO,PARA VIAGEM,08/10/2023
TXN_2301505,BOLO,5,3.0,15.0,CARTEIRA DIGITAL,,21/03/2023
TXN_5895177,BOLO,5,3.0,15.0,,,16/08/2023
TXN_8751516,CHÁ,3,1.5,4.5,DINHEIRO,PARA VIAGEM,
TXN_8147357,CHÁ,5,1.5,7.5,,PARA VIAGEM,20/04/2023
TXN_1436343,BISCOITO,1,1.0,1.0,CARTÃO DE CRÉDITO,PRESENCIAL,26/11/2023
TXN_2214698,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,,10/10/2023
TXN_7480234,SALADA,1,5.0,5.0,DINHEIRO,PARA VIAGEM,10/05/2023
TXN_3283097,,5,2.0,10.0,DINHEIRO,PARA VIAGEM,28/02/2023
TXN_2633602,,2,3.0,6.0,CARTEIRA DIGITAL,PRESENCIAL,02/02/2023
TXN_3093219,SUCO,5,3.0,,DINHEIRO,,28/01/2023
TXN_3515730,,1,1.0,1.0,CARTÃO DE CRÉDITO,,14/08/2023
TXN_3665733,CAFÉ,5,2.0,10.0,DINHEIRO,PARA VIAGEM,
TXN_4010658,CHÁ,5,1.5,7.5,,,26/09/2023
TXN_1454467,SUCO,3,3.0,9.0,DINHEIRO,PRESENCIAL,15/03/2023
TXN_2598728,BOLO,2,3.0,6.0,CARTÃO DE CRÉDITO,,13/01/2023
TXN_3390285,CHÁ,2,1.5,3.0,,PARA VIAGEM,06/02/2023
TXN_8224079,BISCOITO,5,1.0,5.0,DINHEIRO,PRESENCIAL,16/10/2023
TXN_1916339,BOLO,1,3.0,3.0,DINHEIRO,PRESENCIAL,15/07/2023
TXN_8611035,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PRESENCIAL,28/05/2023
TXN_3595735,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,PARA VIAGEM,26/03/2023
TXN_4884822,BISCOITO,1,1.0,1.0,CARTÃO DE CRÉDITO,,23/04/2023
TXN_3668051,BOLO,1,3.0,3.0,,,17/11/2023
TXN_6169633,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,PARA VIAGEM,20/12/2023
TXN_3884811,CAFÉ,4,2.0,8.0,CARTÃO DE CRÉDITO,,10/06/2023
TXN_7050740,,1,3.0,3.0,DINHEIRO,PARA VIAGEM,12/07/2023
TXN_1234097,BISCOITO,4,,4.0,DINHEIRO,,04/12/2023
TXN_4518102,CHÁ,5,1.5,7.5,CARTÃO DE CRÉDITO,PRESENCIAL,08/02/2023
TXN_5939055,CAFÉ,3,2.0,,,PARA VIAGEM,21/10/2023
TXN_7809183,,4,1.0,4.0,CARTEIRA DIGITAL,PARA VIAGEM,08/09/2023
TXN_6071202,,1,1.0,1.0,DINHEIRO,PRESENCIAL,07/06/2023
TXN_8158496,CHÁ,4,1.5,6.0,DINHEIRO,,19/06/2023
TXN_2726848,BOLO,5,3.0,,CARTÃO DE CRÉDITO,,11/09/2023
TXN_3666858,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,27/12/2023
TXN_5499915,BISCOITO,2,1.0,2.0,CARTEIRA DIGITAL,PARA VIAGEM,01/02/2023
TXN_4660753,SUCO,,3.0,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,04/10/2023
TXN_8089522,LANCHE,4,,16.0,DINHEIRO,PARA VIAGEM,12/02/2023
TXN_1564754,SALADA,3,5.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,14/03/2023
TXN_1824506,BOLO,1,3.0,3.0,DINHEIRO,PRESENCIAL,02/03/2023
TXN_3229758,CAFÉ,4,2.0,8.0,DINHEIRO,PARA VIAGEM,
TXN_3677592,LANCHE,2,4.0,8.0,DINHEIRO,,29/05/2023
TXN_1002457,BISCOITO,5,1.0,5.0,CARTEIRA DIGITAL,PARA VIAGEM,29/09/2023
TXN_8056263,VITAMINA,5,4.0,20.0,,PRESENCIAL,20/04/2023
TXN_4732351,LANCHE,1,4.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,22/04/2023
TXN_8049191,BOLO,3,3.0,9.0,CARTÃO DE CRÉDITO,,31/07/2023
TXN_4980036,BOLO,2,3.0,6.0,DINHEIRO,PARA VIAGEM,05/01/2023
TXN_3022839,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,PARA VIAGEM,25/08/2023
TXN_7701070,CAFÉ,5,2.0,10.0,CARTÃO DE CRÉDITO,PARA VIAGEM,28/07/2023
TXN_8048037,LANCHE,2,4.0,8.0,CARTEIRA DIGITAL,PARA VIAGEM,31/03/2023
TXN_4619029,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,
TXN_4444463,BOLO,4,3.0,12.0,,,16/05/2023
TXN_1887522,LANCHE,4,4.0,16.0,DINHEIRO,PRESENCIAL,20/02/2023
TXN_6908953,CHÁ,1,1.5,1.5,,PRESENCIAL,08/12/2023
TXN_4759769,LANCHE,1,4.0,4.0,,PRESENCIAL,03/08/2023
TXN_2254479,CHÁ,2,1.5,3.0,,PARA VIAGEM,03/08/2023
TXN_7555408,SALADA,2,5.0,10.0,,PRESENCIAL,06/06/2023
TXN_6857943,BOLO,5,3.0,15.0,,PARA VIAGEM,08/01/2023
TXN_4796350,,,4.0,12.0,,PARA VIAGEM,
TXN_9552845,LANCHE,3,4.0,12.0,DINHEIRO,,18/02/2023
TXN_6769465,SUCO,5,3.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,13/06/2023
TXN_7438831,CAFÉ,5,,10.0,,,24/12/2023
TXN_3871837,CHÁ,,1.5,4.5,CARTEIRA DIGITAL,PARA VIAGEM,15/12/2023
TXN_3656762,LANCHE,2,4.0,8.0,,PARA VIAGEM,31/07/2023
TXN_4980282,BOLO,1,3.0,3.0,CARTEIRA DIGITAL,PRESENCIAL,22/10/2023
TXN_3580786,CHÁ,1,,1.5,,PRESENCIAL,28/03/2023
TXN_4355728,,4,3.0,12.0,CARTÃO DE CRÉDITO,,06/03/2023
TXN_2508476,VITAMINA,5,4.0,20.0,DINHEIRO,,14/04/2023
TXN_1325631,BOLO,4,,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,11/02/2023
TXN_8209125,BISCOITO,3,1.0,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,30/01/2023
TXN_1751164,SALADA,2,5.0,10.0,DINHEIRO,,11/09/2023
TXN_3730415,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,09/04/2023
TXN_4134253,CHÁ,4,1.5,6.0,DINHEIRO,PRESENCIAL,07/10/2023
TXN_3256497,CAFÉ,2,2.0,4.0,DINHEIRO,,20/08/2023
TXN_8763180,VITAMINA,1,4.0,,,PARA VIAGEM,16/04/2023
TXN_3219175,LANCHE,5,4.0,20.0,,,23/02/2023
TXN_6234872,VITAMINA,1,4.0,,,,23/12/2023
TXN_7919440,CHÁ,4,1.5,6.0,DINHEIRO,,19/08/2023
TXN_7558641,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,PRESENCIAL,22/12/2023
TXN_9940220,SUCO,2,3.0,6.0,,PARA VIAGEM,05/03/2023
TXN_8805984,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,PARA VIAGEM,
TXN_2130483,CHÁ,4,1.5,6.0,DINHEIRO,,25/11/2023
TXN_1972584,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,,10/07/2023
TXN_3150792,CAFÉ,5,2.0,,DINHEIRO,,02/07/2023
TXN_2980008,BOLO,3,3.0,9.0,CARTEIRA DIGITAL,,17/11/2023
TXN_5511805,SUCO,1,3.0,,,PARA VIAGEM,03/06/2023
TXN_7292548,BISCOITO,4,1.0,4.0,CARTEIRA DIGITAL,,24/03/2023
TXN_2169664,VITAMINA,1,4.0,4.0,DINHEIRO,,23/07/2023
TXN_3234877,CAFÉ,4,2.0,8.0,DINHEIRO,PARA VIAGEM,29/07/2023
TXN_6368719,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,03/01/2023
TXN_8852585,LANCHE,4,4.0,16.0,CARTÃO DE CRÉDITO,PARA VIAGEM,05/01/2023
TXN_9201010,SALADA,1,5.0,5.0,CARTÃO DE CRÉDITO,PARA VIAGEM,15/03/2023
TXN_7817014,BISCOITO,1,1.0,1.0,CARTEIRA DIGITAL,PARA VIAGEM,
TXN_2873990,LANCHE,2,4.0,8.0,,,12/03/2023
TXN_3088796,LANCHE,4,4.0,16.0,CARTÃO DE CRÉDITO,,16/08/2023
TXN_3414935,CAFÉ,4,2.0,8.0,,PRESENCIAL,03/08/2023
TXN_3607652,SALADA,4,5.0,20.0,CARTEIRA DIGITAL,PRESENCIAL,05/06/2023
TXN_8502094,SUCO,5,3.0,15.0,CARTÃO DE CRÉDITO,PRESENCIAL,21/03/2023
TXN_9068244,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,19/10/2023
TXN_2696664,BISCOITO,5,1.0,5.0,,PRESENCIAL,07/01/2023
TXN_7661609,,1,3.0,3.0,,PRESENCIAL,29/11/2023
TXN_7633490,BISCOITO,1,1.0,1.0,DINHEIRO,PARA VIAGEM,27/10/2023
TXN_9292230,CHÁ,4,1.5,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,14/07/2023
TXN_1664665,,3,3.0,9.0,CARTÃO DE CRÉDITO,PRESENCIAL,21/05/2023
TXN_5081978,BOLO,1,3.0,3.0,,PRESENCIAL,19/10/2023
TXN_7314409,VITAMINA,5,4.0,20.0,CARTÃO DE CRÉDITO,,06/08/2023
TXN_4573576,,2,3.0,6.0,DINHEIRO,PRESENCIAL,05/07/2023
TXN_5645919,CAFÉ,3,,6.0,CARTÃO DE CRÉDITO,,17/01/2023
TXN_8006668,CHÁ,4,1.5,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,22/12/2023
TXN_8818168,SUCO,4,,12.0,CARTEIRA DIGITAL,,20/07/2023
TXN_4369043,SUCO,2,3.0,6.0,DINHEIRO,,25/03/2023
TXN_3560062,BISCOITO,1,1.0,1.0,DINHEIRO,PRESENCIAL,20/03/2023
TXN_4769307,CHÁ,5,1.5,7.5,CARTEIRA DIGITAL,,24/12/2023
TXN_7270652,LANCHE,1,4.0,4.0,,PARA VIAGEM,14/05/2023
TXN_4991815,BOLO,5,3.0,15.0,DINHEIRO,,06/11/2023
TXN_6360132,LANCHE,4,4.0,16.0,DINHEIRO,PARA VIAGEM,16/09/2023
TXN_8199829,BOLO,2,3.0,6.0,CARTÃO DE CRÉDITO,,29/07/2023
TXN_9166449,,4,1.0,4.0,,PARA VIAGEM,31/07/2023
TXN_7864939,LANCHE,3,4.0,12.0,CARTEIRA DIGITAL,PRESENCIAL,19/08/2023
TXN_2640701,SALADA,3,5.0,15.0,,PARA VIAGEM,07/05/2023
TXN_3740963,SALADA,2,5.0,10.0,CARTEIRA DIGITAL,PARA VIAGEM,22/01/2023
TXN_8101633,LANCHE,2,4.0,8.0,,PRESENCIAL,10/08/2023
TXN_6063966,SUCO,2,3.0,6.0,CARTEIRA DIGITAL,PARA VIAGEM,24/10/2023
TXN_3779640,CHÁ,1,1.5,1.5,CARTEIRA DIGITAL,PRESENCIAL,16/05/2023
TXN_8278833,BOLO,3,3.0,9.0,,,26/02/2023
TXN_8778598,LANCHE,3,4.0,12.0,DINHEIRO,,02/09/2023
TXN_7550103,BOLO,5,3.0,15.0,,PARA VIAGEM,19/01/2023
TXN_3664656,BISCOITO,5,1.0,5.0,,PARA VIAGEM,13/08/2023
TXN_7296560,SUCO,2,3.0,6.0,,,20/10/2023
TXN_8136881,SALADA,3,5.0,15.0,DINHEIRO,PRESENCIAL,28/08/2023
TXN_3981449,VITAMINA,2,4.0,8.0,DINHEIRO,PRESENCIAL,21/06/2023
TXN_5427506,BOLO,,3.0,9.0,DINHEIRO,PARA VIAGEM,15/09/2023
TXN_2641386,LANCHE,3,4.0,12.0,,PARA VIAGEM,25/03/2023
TXN_1485417,BISCOITO,3,1.0,3.0,DINHEIRO,PRESENCIAL,
TXN_4033802,CHÁ,3,1.5,4.5,DINHEIRO,PARA VIAGEM,02/03/2023
TXN_7752124,,3,4.0,12.0,CARTÃO DE CRÉDITO,,09/12/2023
TXN_9762324,BOLO,2,3.0,6.0,DINHEIRO,PRESENCIAL,
TXN_1628509,VITAMINA,5,4.0,20.0,,PARA VIAGEM,
TXN_8259257,CHÁ,,1.5,3.0,,PRESENCIAL,13/12/2023
TXN_4183823,LANCHE,4,4.0,16.0,CARTÃO DE CRÉDITO,,28/03/2023
TXN_2239041,,4,1.5,6.0,,PRESENCIAL,24/10/2023
TXN_4696439,BISCOITO,1,1.0,1.0,DINHEIRO,PRESENCIAL,27/05/2023
TXN_8826983,VITAMINA,5,4.0,20.0,DINHEIRO,PRESENCIAL,14/01/2023
TXN_8267034,SUCO,2,3.0,6.0,,PARA VIAGEM,20/06/2023
TXN_1959334,CAFÉ,3,2.0,6.0,,,29/06/2023
TXN_6842808,CHÁ,2,1.5,3.0,,,22/10/2023
TXN_2947822,BOLO,4,3.0,12.0,CARTEIRA DIGITAL,PRESENCIAL,27/10/2023
TXN_5531712,,2,1.5,3.0,DINHEIRO,,09/01/2023
TXN_2148838,LANCHE,2,4.0,8.0,CARTÃO DE CRÉDITO,,05/08/2023
TXN_1330506,BISCOITO,3,1.0,3.0,CARTEIRA DIGITAL,,10/11/2023
TXN_5898743,SUCO,4,3.0,,,PARA VIAGEM,
TXN_8957369,SALADA,4,5.0,20.0,CARTEIRA DIGITAL,,18/10/2023
TXN_9340653,VITAMINA,1,4.0,4.0,CARTEIRA DIGITAL,,19/10/2023
TXN_2493446,LANCHE,1,4.0,4.0,DINHEIRO,PARA VIAGEM,19/05/2023
TXN_4538354,SUCO,3,3.0,9.0,DINHEIRO,PARA VIAGEM,21/04/2023
TXN_7098730,BOLO,2,3.0,6.0,CARTEIRA DIGITAL,,10/11/2023
TXN_7533411,BISCOITO,,1.0,1.0,CARTEIRA DIGITAL,PRESENCIAL,09/11/2023
TXN_2690314,CHÁ,5,1.5,7.5,DINHEIRO,PRESENCIAL,10/08/2023
TXN_8171171,CAFÉ,1,2.0,2.0,,PARA VIAGEM,13/05/2023
TXN_3791639,,4,3.0,12.0,CARTEIRA DIGITAL,,
TXN_2968827,SALADA,5,5.0,25.0,CARTEIRA DIGITAL,PARA VIAGEM,14/09/2023
TXN_4546375,,1,5.0,5.0,CARTÃO DE CRÉDITO,,20/02/2023
TXN_1387401,BISCOITO,4,1.0,4.0,DINHEIRO,PRESENCIAL,19/10/2023
TXN_6727029,CHÁ,2,1.5,3.0,,PARA VIAGEM,07/07/2023
TXN_3917193,SUCO,5,3.0,15.0,CARTÃO DE CRÉDITO,PARA VIAGEM,17/11/2023
TXN_8518516,LANCHE,4,4.0,16.0,,,16/08/2023
TXN_2062854,LANCHE,4,4.0,16.0,CARTEIRA DIGITAL,PARA VIAGEM,01/12/2023
TXN_4075863,VITAMINA,3,4.0,,DINHEIRO,PARA VIAGEM,21/05/2023
TXN_5624860,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,PARA VIAGEM,22/08/2023
TXN_4621665,VITAMINA,5,,20.0,,,17/01/2023
TXN_6669417,SALADA,5,5.0,25.0,,PARA VIAGEM,03/01/2023
TXN_7837381,LANCHE,5,4.0,20.0,,PARA VIAGEM,17/07/2023
TXN_1725926,SUCO,5,3.0,15.0,CARTÃO DE CRÉDITO,,23/12/2023
TXN_3403173,SALADA,1,5.0,5.0,,,24/06/2023
TXN_4186681,,4,,6.0,CARTEIRA DIGITAL,,24/05/2023
TXN_4152036,,,3.0,6.0,DINHEIRO,,
TXN_4059912,,3,4.0,12.0,,,21/04/2023
TXN_3381656,BOLO,5,3.0,15.0,DINHEIRO,PARA VIAGEM,26/10/2023
TXN_9956154,BOLO,4,3.0,12.0,,PRESENCIAL,11/05/2023
TXN_7110444,,4,5.0,20.0,DINHEIRO,,07/12/2023
TXN_6250692,LANCHE,1,4.0,4.0,,,01/09/2023
TXN_1183995,SALADA,5,5.0,25.0,CARTEIRA DIGITAL,PARA VIAGEM,28/03/2023
TXN_9452225,CHÁ,1,1.5,1.5,,PRESENCIAL,26/02/2023
TXN_9113574,CAFÉ,4,2.0,8.0,,PRESENCIAL,04/01/2023
TXN_5813015,BISCOITO,5,1.0,5.0,CARTEIRA DIGITAL,,07/10/2023
TXN_3213035,VITAMINA,4,4.0,16.0,,PRESENCIAL,21/05/2023
TXN_3789752,SUCO,3,,9.0,CARTEIRA DIGITAL,PARA VIAGEM,16/12/2023
TXN_7578769,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,30/01/2023
TXN_3515664,CAFÉ,2,2.0,4.0,DINHEIRO,PARA VIAGEM,25/09/2023
TXN_6209258,SUCO,1,3.0,3.0,CARTÃO DE CRÉDITO,,06/03/2023
TXN_8594004,BISCOITO,4,1.0,4.0,CARTÃO DE CRÉDITO,,25/02/2023
TXN_6422433,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,09/05/2023
TXN_2865033,CAFÉ,2,2.0,,DINHEIRO,,03/08/2023
TXN_5547519,SALADA,4,5.0,20.0,,PRESENCIAL,13/05/2023
TXN_2392263,SALADA,5,5.0,25.0,,PARA VIAGEM,08/02/2023
TXN_3810451,SUCO,4,3.0,12.0,,,
TXN_4669664,BISCOITO,1,1.0,1.0,CARTEIRA DIGITAL,PRESENCIAL,21/12/2023
TXN_9470612,BOLO,3,3.0,9.0,,PARA VIAGEM,30/04/2023
TXN_7507962,VITAMINA,4,,16.0,,,22/06/2023
TXN_1109715,BOLO,1,,3.0,,PRESENCIAL,15/07/2023
TXN_8320245,CHÁ,3,1.5,4.5,,PARA VIAGEM,09/04/2023
TXN_5904646,VITAMINA,1,4.0,4.0,,,26/03/2023
TXN_4498526,VITAMINA,3,4.0,12.0,CARTÃO DE CRÉDITO,,20/06/2023
TXN_2744907,SALADA,2,5.0,10.0,CARTEIRA DIGITAL,,
TXN_5209585,CHÁ,2,1.5,3.0,,PARA VIAGEM,12/08/2023
TXN_2213556,CAFÉ,1,2.0,2.0,DINHEIRO,PRESENCIAL,30/05/2023
TXN_3826038,SALADA,1,5.0,5.0,DINHEIRO,PARA VIAGEM,20/10/2023
TXN_7596587,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,,08/02/2023
TXN_7380277,LANCHE,4,4.0,16.0,CARTEIRA DIGITAL,PARA VIAGEM,24/04/2023
TXN_1353479,VITAMINA,4,4.0,16.0,DINHEIRO,,20/09/2023
TXN_6054137,SUCO,3,3.0,9.0,,PRESENCIAL,09/05/2023
TXN_7609853,LANCHE,,4.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,22/04/2023
TXN_9266394,BISCOITO,2,1.0,2.0,CARTÃO DE CRÉDITO,PRESENCIAL,12/07/2023
TXN_5448157,,3,1.0,3.0,CARTÃO DE CRÉDITO,,11/01/2023
TXN_8298311,CHÁ,2,1.5,3.0,CARTEIRA DIGITAL,PRESENCIAL,
TXN_6744866,CHÁ,4,1.5,6.0,,PARA VIAGEM,
TXN_6152588,CAFÉ,3,2.0,6.0,DINHEIRO,PARA VIAGEM,21/11/2023
TXN_6569656,,5,1.0,5.0,DINHEIRO,,28/02/2023
TXN_2156206,VITAMINA,2,4.0,8.0,,,04/02/2023
TXN_3142258,SALADA,4,5.0,,,PARA VIAGEM,03/11/2023
TXN_5739806,VITAMINA,3,4.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,18/09/2023
TXN_9228978,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,PRESENCIAL,09/02/2023
TXN_5897205,BISCOITO,1,1.0,1.0,,PRESENCIAL,10/06/2023
TXN_1556652,BOLO,5,3.0,15.0,CARTEIRA DIGITAL,,06/04/2023
TXN_8608765,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,,02/09/2023
TXN_8764825,VITAMINA,3,4.0,12.0,DINHEIRO,,
TXN_7353972,,4,3.0,12.0,DINHEIRO,PRESENCIAL,02/02/2023
TXN_1124753,SALADA,4,5.0,20.0,CARTEIRA DIGITAL,PRESENCIAL,19/10/2023
TXN_9410981,BISCOITO,2,1.0,2.0,,PARA VIAGEM,07/02/2023
TXN_9349962,,4,4.0,16.0,,PRESENCIAL,
TXN_7611120,SUCO,2,3.0,6.0,DINHEIRO,PARA VIAGEM,30/03/2023
TXN_2106959,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,,05/09/2023
TXN_2237115,CAFÉ,1,2.0,2.0,,PARA VIAGEM,13/01/2023
TXN_6836137,BOLO,4,3.0,12.0,,PRESENCIAL,30/08/2023
TXN_6316959,CHÁ,2,1.5,3.0,DINHEIRO,PRESENCIAL,10/11/2023
TXN_2265984,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,PARA VIAGEM,18/10/2023
TXN_6352917,SALADA,5,5.0,,DINHEIRO,,05/05/2023
TXN_9564123,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,,23/03/2023
TXN_3946544,BOLO,5,3.0,15.0,CARTÃO DE CRÉDITO,,
TXN_1123138,SALADA,1,5.0,5.0,DINHEIRO,PRESENCIAL,10/02/2023
TXN_9212503,SALADA,2,5.0,10.0,CARTEIRA DIGITAL,PARA VIAGEM,08/10/2023
TXN_1921262,LANCHE,,4.0,8.0,,,24/11/2023
TXN_1259824,BISCOITO,,1.0,5.0,CARTEIRA DIGITAL,PARA VIAGEM,29/04/2023
TXN_6868049,SUCO,5,3.0,15.0,CARTEIRA DIGITAL,,
TXN_2806243,SALADA,4,5.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,14/01/2023
TXN_9759896,CHÁ,4,1.5,6.0,,,02/12/2023
